,text,label
5116,"considering the boys , what was the maximum and minimum scores received for the midterm exam ?",point
5117,what high and low scores did the boys get in their mid term exams ?,point
5118,in which exam did patrick lancaster receive the lowest score ?,point
5119,"regarding patrick lancaster , can you tell me which exam he scored the lowest ?",point
5120,patrick lancaster received his lowest score on what exam ?,point
5121,can you tell me the exam in which patrick lancaster scored the lowest ?,point
5122,patrick lancaster received the lowest score in which exam ?,point
5123,on what exam did patrick lancaster score the lowest ?,point
5124,patrick lancaster received the lowest score on what exam ?,point
5125,"of all the exams , which did patrick lancaster receive the lowest score from ?",point
5126,what exam did patrick lancaster receive the lowest score on ?,point
5127,patrick lancaster scored the lowest in what exam ?,point
5128,on which exam did patrick lancaster score lowest ?,point
5129,what is the lowest scored exam of patrick lancaster ?,point
5130,can you tell me the exam in which patrick lancaster score the lowest ?,point
5131,in what subject did patrick lancaster score the least ?,point
5132,what was the lowest score and exam for patrick lancaster ?,point
5133,what test did patrick lancaster do the worst on ?,point
5134,what grade did most of the students receive ?,point
5135,what grade did the majority of the students get ?,point
5136,what was the most common grade received by students ?,point
5137,most students received which grade ?,point
5138,what was the most common grade students were awarded ?,point
5139,what did the majority of students receive as a grade ?,point
5140,what is the most common grade received ?,point
5141,tell me what grade did most students receive ?,point
5142,which was the most common grade among students ?,point
5143,what was the most common grade among the students ?,point
5144,the majority of students received what grade ?,point
5145,let me know the grade that most of the students received .,point
5146,what was the most common grade given to all the students ?,point
5147,tell me the grade the most students received .,point
5148,can you tell me what grade most of the students received ?,point
5149,how did most students score on the exam ?,point
5150,how many students received full marks in cw1 ?,point
5151,what is the total amount of students in cw1 who received full marks ?,point
5152,what is the number of students with full marks in cwi ?,point
5153,what 's the number of students who received full marks in cw1 ?,point
5154,"in cw1 , how many students were given full marks ?",point
5155,what is the number of students that received full marks in cw1 ?,point
5156,in cw1 how many students got full marks ?,point
5157,can you tell me how many students received full marks in cw1 ?,point
5158,what was the total number of students in cw1 that received full marks ?,point
5159,what number of students got full marks in cw1 ?,point
5160,"while taking cw1 , how many students received full marks ?",point
5161,can you tell me the number of students in cw1 that received full marks ?,point
5162,how many of the students who took cw1 received full marks ?,point
5163,what number of students achieved full marks in cw1 ?,point
5164,"in cw1 , how many students achieved the feat of 100% , or full marks ?",point
5165,can you tell me where i can find a list of students who recieved full marks in cw1 ?,point
5166,what total of students in cw1 received full marks ?,point
5167,how many students in cw1 got perfect scores ?,point
5168,what is the distribution of the average score of the students in senior 3 ?,point
5169,"for senior 3 students , please tell me the distribution of the average scores .",point
5170,"in senior 3 , what is the distribution of average scores ?",point
5171,i would like to know the average score distribution for students in senior 3 .,point
5172,"of the students in senior 3 , can you tell me what the distribution of the average score is ?",point
5173,"of the students in senior 3 , what 's the average score distribution ?",point
5174,"in senior 3 , what does the distribution of the average score of students look like ?",point
5175,can you give me the average score distribution of the students in senior 3 ?,point
5176,"in senior 3 , what was the average distributed score ?",point
5177,what numbers comprise the distribution for the average grade of senior 3 class members ?,point
5178,can you tell me the students in senior 3 's distribution of average score ?,point
5179,tell me what the average score of the students in senior 3 is .,point
5180,"in senior 3 , what is the mean or average score of the students in that class ?",point
5181,what percentage of students earned the average score in senior 3 ?,point
5182,what is the distribution of the total points of the students ?,bar
5183,what is the student 's total point distribution ?,bar
5184,how are students ' total points distributed ?,bar
5185,"of all of the students , what is the total point distribution ?",bar
5186,what are the students ' point distributions ?,bar
5187,can you show me the distribution of the total points of the students ?,bar
5188,how are all of the points allocated among the students ?,bar
5189,can you tell me the student 's distribution of total points ?,bar
5190,can you tell me the distribution of students ' total scores ?,bar
5191,can you tell me how the total points were distributed among the students ?,bar
5192,what is the total point distribution of the students ?,bar
5193,how are the total points of the students distributed ?,bar
5194,show me the distribution of the total points of the students,bar
5195,how where the students ' total scores distributed ?,bar
5196,"for the students , find the total point distribution .",bar
5197,show me the students ' total points distribution .,bar
5198,how many points are distributed among the students in total ?,bar
5199,what is the change in the number of students who obtained a total of more than 270 points in 2010–2019 ?,bar
5200,what is the change in the number of students who obtained a total of more than 270 points in 2010 - 2019,bar
5201,what is the difference in the number of students who scored more than 270 points in 2010 -2019 ?,bar
5202,how did the number of students scoring more than 270 points change between 2010 and 2019 ?,bar
5203,how much is the difference in the number of students who gained over 270 points in 2010–2019 in total ?,bar
5204,what is the difference in the amount of students who totaled more than 270 points in 2010 -2019 ?,bar
5205,what was the change in the number of students who earned 270 or more points from 2010 to 2019 ?,bar
5206,what differences are there among the students who acquired more than 270 points between 2010 -2019 ?,bar
5207,how did the number of students who obtained a total of more than 270 points change from 2010 to 2019 ?,bar
5208,can you tell me the 2010 -2019 difference in number of students that received a more than 270 point total ?,bar
5209,from the students who received a total of more than 270 points in 2010 -2019 what is the change in number ?,bar
5210,in 2010 -2019 what was the change of the number of students obtained a total of 270 points ?,bar
5211,can you tell me the difference of the cw2 scores between boys and girls ?,bar
5212,what is the difference in cw2 scores between boys and girls ?,bar
5213,how do the cw2 scores differ between male and female students ?,bar
5214,what is the difference between the boys and girls cw2 scores ?,bar
5215,how do cw2 scores differ between boys and girls ?,bar
5216,what is the difference between the boys cw2 scores and the girls cw2 scores ?,bar
5217,how did boys and girls vary in their cw2 scores ?,bar
5218,what is the different cw2 scores between boys and girls ?,bar
5219,what was the difference in scores between boys and girls in cw2 ?,bar
5220,what is the boy and girl difference of the cw2 scores ?,bar
5221,what is the variation of cw2 scores in boys and girls .,bar
5222,how do boys and girls cw2 scores differ ?,bar
5223,"between the boys and girls , what is the difference of their cw2 scores ?",bar
5224,how differently did the boys and girls score in the cw2 ?,bar
5225,what 's different between the boys ' and the girls ' cw2 scores ?,bar
5226,"compare the cw2 scores for boys to the cw2 scores of girls , how are they different ?",bar
5227,are you aware of the differences in the boys and girls cw2 scores ?,bar
5228,i would like to inquire about the percentage of individuals who attempted to quit smoking in ohio .,point
5229,what percentage of individuals in ohio attempted to quit smoking ?,point
5230,what is the percentage of people who attempted to quit smoking in ohio ?,point
5231,what percentage of people in ohio have attempted to quit smoking ?,point
5232,what percent of people in ohio attempted to quit smoking ?,point
5233,i would like to know the percentage of smokers who attempted to quit in ohio .,point
5234,what percent of people in ohio tried to quit smoking ?,point
5235,what is the percentage of individuals who tried to quit smoking in ohio ?,point
5236,"in ohio , can you tell me the percentage of people who attempted to quit smoking ?",point
5237,what percentage of people have attempted to quit smoking in ohio ?,point
5238,can you tell me what percentage of people tried to quit smoking in the state of ohio ?,point
5239,what percentage of smokers tried to stop smoking in ohio ?,point
5240,what is the percentage of people who tried to quit smoking in ohio ?,point
5241,"in ohio , what is the precentage of individuals who attempted to quit smoking ?",point
5242,can you tell me the percentage of people that tried to quit smoking in ohio ?,point
5243,how many people tried to stop smoking in ohio ?,point
5244,by percentage how many people from ohio have tried to quit smoking ?,point
5245,how many people live in hawaii ?,bar
5246,what is hawaii 's population ?,bar
5247,what is hawaii 's total population ?,bar
5248,what is the population of the state of hawaii ?,bar
5249,what is the number of people living in hawaii ?,bar
5250,what is the population of hawaii ?,bar
5251,what is the population of people in hawaii ?,bar
5252,i would like to know what the population of hawaii is .,bar
5253,what is the human population of hawaii ?,bar
5254,what is the population in hawaii ?,bar
5255,can you tell me how many people live in hawaii ?,bar
5256,how many people smoke in maryland ?,bar
5257,what is the total number of smokers in maryland ?,bar
5258,in maryland what is the total number of people who smoke ?,bar
5259,what is the total amount of people that smoke in maryland ?,bar
5260,tell me the number of people in maryland who smoke .,bar
5261,how many smokers are there in maryland ?,bar
5262,can you tell in maryland how many people smoke ?,bar
5263,how many smokers live in maryland ?,bar
5264,what amount of maryland residents smoke ?,bar
5265,"in maryland , how many people are smokers ?",bar
5266,out of maryland how many people smoke ?,bar
5267,how many smokers does maryland have ?,bar
5268,"out of the 50 states , maryland had how many people smoke ?",bar
5269,in maryland what is the number of smokers ?,bar
5270,tell me the percentage of smokers in maryland .,bar
5271,does anyone know how many people in mayland smoke ?,bar
5272,what percentage of the population smokes in the state of maryland ?,bar
5273,"which states have an average income below $50,000 and a percentage of smokers above 20% ?",point
5274,"show me the states in which the average income of residents is below $50,000 and the percentage of residents that smoke is over 20%",point
5275,"please retrieve the states where people earn less than $50,000 on average and more than 20% of population smokes .",point
5276,in which states do more than 20% of the population smoke and also have an average income less that $50000 ?,point
5277,"can you tell me which states have an average income below $50,000 and a smoker percentage above 20% ?",point
5278,"name the states that have both an average income under $50,000 but also a population of smokers over 20%",point
5279,"which states ' income level is under $50,000 and have a higher than 20% smoker population ?",point
5280,"can you tell me the states that have an average income of 50,000 or less and an amount of over 20% smokers ?",point
5281,"can you tell me how many people the average income is below $50,000 and a percentage of smokers above 20% ?",point
5282,"show me states with more than 20% smokers and below $50,000 incomes .",point
5283,"which states have an average income less than $50,000 with more than 20% smokers ?",point
5284,"show me the states with an average income below $50,000 and a percentage of smokers above 20% .",point
5285,"based on income below us $ 50,000.00 and a percentage of more than 20% of smokers , cite the states that fit this profile ?",point
5286,let me ask a question . what is the variance of the average income in european countries ?,tick
5287,do you know the variance of the average income when it comes to european countries ?,tick
5288,"for european countries , what is the variance of the average income ?",tick
5289,"when looking at the average income in european countries , what is the variance ?",tick
5290,show me the variance of the average income in european countries .,tick
5291,"in european countries , how large is the variance in average income ?",tick
5292,in european countries may i ask the variance of the average income /,tick
5293,what is the difference in the mean income between european countries ?,tick
5294,may i ask the variance of the average income among all the countries in europe ?,tick
5295,what are the differences in people 's average income within european countries ?,tick
5296,can you tell me the variance of the average income in european countries ?,tick
5297,in european countries how varied is the average income ?,tick
5298,tell me the average variance average income in european countries .,tick
5299,does anyone know the average income in the european countries and their variance ?,tick
5300,can you tell me how european countries vary in average income ?,tick
5301,please rank all the countries in the world by population in descending order .,bar
5302,list the population of all countries in the world in descending order .,bar
5303,list the worldwide countries by population from greatest to least .,bar
5304,"please list all of the world 's countries , ranked from highest population to lowest .",bar
5305,"what is the population of the world 's countries , ranked from highest to lowest ?",bar
5306,can you create a list of all the countries populations and sort them from high to low ?,bar
5307,list all countries by population from greatest to smallest .,bar
5308,list all the countries around the world by population most to least .,bar
5309,what are the countries in the world by population in descenind order ?,bar
5310,what are the populations of all the countries in the world from greatest to least ?,bar
5311,can you rank all the countries in the world by population in descending order ?,bar
5312,"in descending order , rank all the world 's countries by population .",bar
5313,show the populations of all the countries by listing them in descending order .,bar
5314,by population rank all the countries in the world from highest to lowest .,bar
5315,in descending order kindly rank all countries in the world population,bar
5316,"in descending order , i would like you to rank all the countries of the world by population .",bar
5317,what is the range of registered soccer players in south american countries ?,bar
5318,"for south american countries , state the range of registered soccer players .",bar
5319,"for south american countries , what is the range of registered soccer players ?",bar
5320,tell me the range of registered soccer players from south american countries .,bar
5321,show the range of registered soccer players within the south american countries,bar
5322,show me the range of registered soccer players in south american countries .,bar
5323,what is the range for soccer players who are registered in countries part of south america ?,bar
5324,in what range are soccer players registered in countries in south american ?,bar
5325,"in the south american countries , how large is the range of registered soccer players ?",bar
5326,in countried located in south america what is the range of soccer players registered ?,bar
5327,can you tell me what the range of registered soccer players in south american countries ?,bar
5328,what is the average number of registered soccer players in south american countries ?,bar
5329,can you tell me the range of registered soccer players in south american countries ?,bar
5330,does anybody knows the range of registered soccer players in south america countries,bar
5331,i yearn to know the population range of chinese provinces .,bar
5332,i want to know the population range for chinese provinces .,bar
5333,i would like to know the population range of chinese provinces,bar
5334,i realy want to know the range of population n the chinese provinces .,bar
5335,i want to know the population range of chinese provinces,bar
5336,can you tell me the population range of the chinese provinces ?,bar
5337,what is the range of population of provinces in china ?,bar
5338,tell me the population range of chinese provinces .,bar
5339,"for all chinese provinces , what is the population range ?",bar
5340,i would like to know how many people live in each chinese province .,bar
5341,what is the population range of chinese provinces ?,bar
5342,show me the population range of chinese provinces .,bar
5343,i want to know the population of chinese provinces .,bar
5344,what is the population range of china 's provinces ?,bar
5345,i really want to know what the populations of each chinese provinces are .,bar
5346,what are the minimum and maximum populations of the chinese provinces ?,bar
5347,are there any outliers in the mortality rates due to cancer in american states ?,bar
5348,what are the outliers in cancer mortality rates in american states ?,bar
5349,"in the mortality rates due to cancer in american states , have you found outliers ?",bar
5350,do the us states have any outliers in their cancer mortality rates ?,bar
5351,show me outliers in the mortality rates due to cancer in american states ?,bar
5352,what are the outliers regarding cancer mortality rates across america ?,bar
5353,"in american states , what are the outliers in the mortality rates due to cancer ?",bar
5354,do any american states have any outliers in their mortality rate due to cancer ?,bar
5355,show me the outliers in the mortality rates due to cancer in american states .,bar
5356,are any american states outliers in regard to cancer mortality rates ?,bar
5357,"in death rates due to cancer in america , are their any outliers ?",bar
5358,in cancer rates in the united states are there any deviations in the mortality rates ?,bar
5359,is there any outliers included in the mortality rates due to cancer in america ?,bar
5360,are there any deaths from cancer that seem different than the majority of cancer deaths in america ?,bar
5361,"when you consider the mortality rates due to cancer , are there any american states that are outliers ?",bar
5362,"in american states , are there any anomalies regarding cancer mortality rates ?",bar
5363,are there any outliers inside the mortality charges because of cancer in american states ?,bar
5364,is there anything different about the average annual rainfall of each province in china this year ?,bar
5365,can you find anything unusual about the average yearly rainfall of each chinese province this year ?,bar
5366,"while considering the average annual rainfall of chinese provinces , is there anything distinct or of note ?",bar
5367,do the average chinese provinces ' annual rainfall averages show anything different this year ?,bar
5368,has the annual average of rainfall in each province of china changed this year ?,bar
5369,in china is there a difference in the average annual rainfall in each province this year ?,bar
5370,"in each province in china this year , is there a difference in the average annual rainfall ?",bar
5371,what is the difference between the annual average rainfall of each chinese province this year ?,bar
5372,did any of the chinese provinces experience different average annual rainfalls this year ?,bar
5373,have any provinces in china experienced unusual average annual rainfall this year ?,bar
5374,show me if there is anything different about the average annual rainfall of each province in china this year .,bar
5375,"during this year , is anything different about the rainfall average in the china province ?",bar
5376,what is the difference in the amount of rainfall in each province of china this year ?,bar
5377,what is the different about the average annual rainfall of each province in china this year ?,bar
5378,is there anything unusual about the vegetation coverage in brazil in recent years ?,bar
5379,has there been anything strange happening with brazil 's vegetation ground cover recently ?,bar
5380,"in recent years , are there any unusual observations about brazil 's vegetation coverage ?",bar
5381,"in recent years , have you noticed anything abnormal about the vegetation coverage in brazil ?",bar
5382,is there any abnormalities with the vegetative cover in brazil in recent years ?,bar
5383,can you tell me anything unusual about vegetation coverae in brazil in recent years ?,bar
5384,can you tell me if there is anything unusual about the vegetation coverage in brazil in recent years ?,bar
5385,is anything about the coverage of vegetation in brazil in recent years unusual ?,bar
5386,is there anything uncommon about the vegetation coverage in brazil in recent years ?,bar
5387,has brazil 's vegetation coverage been unusual in the past few years ?,bar
5388,"in recent years , tell me what is unusual about the vegetation in brazil .",bar
5389,what anomalies occur with brazilian vegetation coverage in recent years ?,bar
5390,can we divide the cpi ( per capita income ) of chinese provinces into several categories ?,bar
5391,"is it possible to divide , into several categories , the cpi ( per capita income ) of chinese provinces ?",bar
5392,is it possible to categorize chinese provinces based on their per capita income ?,bar
5393,is it possible divide the cpi ( per capita income ) of chinese provinces into several categories ?,bar
5394,can the cpi (per capita income ) of chinese provinces be categorized into several groups ?,bar
5395,will we be able to divide the cpi ( per capita income ) of chinese provinces into many categories ?,bar
5396,can the cpi ( per capita income ) of chinese provinces be divided into several categories ?,bar
5397,can i see the chinese provinces ' per capita income in several categories ?,bar
5398,"for the chinese provinces , is it possible to divide the cpi ( per capita income ) into several categories ?",bar
5399,what categories can be used to divide the cpi ( per capital income ) of chinese provinces ?,bar
5400,is dividing the cpi of chinese provinces into several categories a possibility ?,bar
5401,what categories can we place the cpi ( per capita income ) into of chinese provinces ?,bar
5402,please provide the cpi ( per capita income ) of chinese provinces into several categories ?,bar
5403,please divide the cpi (per capita income ) of provinces in china into multiple categories .,bar
5404,please split the cpi ( per capita income ) of chinese provinces into multiple categories,bar
5405,see if you can split the cpi ( per capita income ) of chinese provinces into several groups ?,bar
5406,i want to use the middle income to cluster the states in the us .,bar
5407,i 'd like to use the middle income to cluster the states in the us .,bar
5408,"when clustering the us states , i would like to use the middle income .",bar
5409,i would like to use the middle income to cluster the states in the us .,bar
5410,i want to use the middle income to cluster the states in the united states of america .,bar
5411,i wish to use the middle income to cluster the us states,bar
5412,my goal is to cluster states in the united states following middle income .,bar
5413,"to cluster the states in the us , i wish to use middle income .",bar
5414,cluster the us states by using the middle income .,bar
5415,please use the median income to cluster us states .,bar
5416,my plan is to cluster the states in the u .s . using their median income .,bar
5417,i would like to see the u .s states clustered according to median income .,bar
5418,i want to use the middle class income to bunch the states in the us .,bar
5419,i want to group the states of the united states by average income,bar
5420,i want to group us . states based on middle income .,bar
5421,cluster the states of the us by middle income .,bar
5422,how can you cluster the states in the us . to the middle income ?,bar
5423,can russian cities be grouped by population ?,bar
5424,is it possible for russian cities to be grouped in terms of population ?,bar
5425,is it possible to group russian cities by their population ?,bar
5426,can we group russian cities by population ?,bar
5427,is it possible to group russian cities by population ?,bar
5428,can cities in russia be sorted by their population ?,bar
5429,is it possible for russian cities to be grouped by population,bar
5430,can you grouped the russian cities by population ?,bar
5431,can we group the russian cities on the basis of the population ?,bar
5432,i want to see cities in russia grouped by population .,bar
5433,can you group russian cities by population,bar
5434,please use population to group russian cities .,bar
5435,can we group all russian cities by population ?,bar
5436,please group the cities in russia according to their population .,bar
5437,determine if russian cities can be grouped by population .,bar
5438,is the speed of economic development relative to the population of each country ?,bar
5439,does economic growth correlate to a country 's population ?,bar
5440,is there a correlation between each country 's population and the rate of its economic development ?,bar
5441,is there a relationship between a country 's population and the speed of its economic development ?,bar
5442,does economic development relate to the population of the country ?,bar
5443,is the economic development rate linked to the population of each country ?,bar
5444,how is the population of a given country relative to the economic development of that country ?,bar
5445,i am dying to know the result of lucas mcgee 's midterm exam .,bar
5446,i really want to know lucas mcgee 's grade on the midterm exam .,bar
5447,i can’t wait to find out how lucas mcgee did on the midterm exam .,bar
5448,i am curious about the result of lucas mcgee 's midterm exam,bar
5449,i can 't wait to know the result of lucas mcgee 's midterm exam .,bar
5450,i 'm freaking out of curiosity to know the result of lucas mcgee 's mid -term exam .,bar
5451,i just have to find out how lucas mcgee did on his midterm exam .,bar
5452,lucas mcgee 's grade on the midterm exam is something i am eager to know .,bar
5453,i am anxious about the results of lucas mcgee 's midterm exam,bar
5454,i would love to know how lucas mcgee scored on his midterm exam .,bar
5455,what is the result of lucas mcgee 's midterm exam ?,bar
5456,i 'm dying to learn the midterm result of lucas mcgee .,bar
5457,which students received an a in class 5 ?,point
5458,please list all students in class 5 who received a 's .,point
5459,"in class 5 , which students earned an a ?",point
5460,provide a list of the class 5 students who received an a .,point
5461,in class 5 what students received an a ?,point
5462,"of the students in class 5 , which ones received an a ?",point
5463,who in class 5 received an a ?,point
5464,who are the students who achieved grade a in class 5,point
5465,make a list of the students in class 5 who received an a .,point
5466,"in class 5 , show me the students who received an a .",point
5467,who received an ' a ' in class 5 ?,point
5468,which students have been given an a in class 5 ?,point
5469,can you give me a list of which students received an a in class 5 ?,point
5470,do you know the median score of all students in cw1 ?,point
5471,what is the median score of all the cw1 students ?,point
5472,what was the median score of all the students in cw1 ?,point
5473,what is the median score of all students in cw1 ?,point
5474,what is the median score of all the students in cw1 ?,point
5475,what is the median score of the students in cw1 ?,point
5476,what is the median score of the students at cw1 ?,point
5477,"in cw1 , what is the median score of all the students ?",point
5478,what is the median score for all of the students in cw1 ?,point
5479,can you tell me the median score of the cw1 class ?,point
5480,what was the median score of cw1 students ?,point
5481,can you tell me the median score of all students in cw1 ?,point
5482,the median score of all students in cw1 is what number ?,point
5483,"of all students in cw1 , what was the median score ?",point
5484,what is the students ' median score in ce1 ?,point
5485,do you have information about average scores of all students in cw1,point
5486,do you know the average score of all students in cw1 ?,point
5487,which class has the most number of students who received an a ?,point
5488,can you tell me which class has the greatest amount of students who earned an a ?,point
5489,which class had the most students who received an a ?,point
5490,tell me which class contained the highest number of students who received an a .,point
5491,which class has the most students who recieved a a ?,point
5492,can you tell me which class has the most students who received an a ?,point
5493,can you tell me which class had the most students that received an a ?,point
5494,can you tell me the class with the greatest number of students who earned an a ?,point
5495,"among the classes , which one held the most students scoring an a ?",point
5496,which class has the highest rate of as ?,point
5497,do you know which is the class with the highest numbr of studens who rceived an a ?,point
5498,can you tell me the class with the highest number of students who got an a ?,point
5499,which class has the larger number of students who received an a ?,point
5500,"looking at the amount of students who earned an a , which class has the most ?",point
5501,in which class will you find the most a students ?,point
5502,which class has the highest numner of a students ?,point
5503,can you tell me what the range of students ' scores in the cw2 is ?,point
5504,"in the cw2 , what is the range of students ' scores ?",point
5505,what is the range of test scores for students in cw2 ?,point
5506,what is the range of students ' scores in the cw2 ?,point
5507,what was the range of student scores in cw2 ?,point
5508,what is the range of the students ' scores in the cw2 ?,point
5509,can you give me the range of scores for the students in cw2 ?,point
5510,what is the score range of students in the cw2 ?,point
5511,what was the range for the scores of the students in cw2 ?,point
5512,give me information about the range of students ' s score in cw2,point
5513,what is the range of students ' scores in cw2 ?,point
5514,what is the score range for students in the cw2 ?,point
5515,what is the range between students ' scores in the cw2 ?,point
5516,the students ' scores in the cw2 were what range ?,point
5517,"in the cw2 , what range are the students ' scores ?",point
5518,what range of grades were there for students in cw2 ?,point
5519,give me a range of student 's scores on the cw2 .,point
5520,please show me the full range of scores for students in the cw2 class .,point
5521,does this table show anything about the distribution of students who received an f ?,bar
5522,does this table contain any information about the distribution of people who got an f ?,bar
5523,does this table reveal anything about the dispersal of students who were given an f ?,bar
5524,what does the table show about the distribution of students who earned an f ?,bar
5525,is there any information in this table regarding students who received an f and their dispersion ?,bar
5526,what can this table show us about the distribution of students who received an f ?,bar
5527,can this table reveal information regarding the distribution of pupils who received a failing grade ?,bar
5528,what does the table show about the distribution of f receiving students ?,bar
5529,can you tell anything about the distribution of students who received an f using this table ?,bar
5530,what does this table show us about the distribution of students who failed ?,bar
5531,use the table to identify any trends among f students .,bar
5532,evaluate this table and determine if there is information regarding the distribution of students who received a failing grade .,bar
5533,what is the distribution of students who recieved an f ?,bar
5534,are students who received an f represented in this table ?,bar
5535,where on the table can i see the students who received an f ?,bar
5536,which student did not do as well as expected in the final exam ?,point
5537,please indicate which students did not meet expectations on the final exam .,point
5538,can you tell me which student received a grade lower than was expected on the final exam ?,point
5539,please determine which student did not meet expectations in the final exam .,point
5540,is there a student who performed below expectation in the final exam ?,point
5541,name the student who did worse than expected in the final exam .,point
5542,which student fell short of expectations in the final exam ?,point
5543,"out of all the students , which did not do as well as anticipated ?",point
5544,who didn 't do as well as expected on the final exam ?,point
5545,can you determine which student did not meet their expectations on the final ?,point
5546,which student underachieved on the final exam ?,point
5547,tell me the students who did not do well as expected in final exam,point
5548,is there a student that performed sub -par on the final exam ?,point
5549,which student did not score as well as they were expected to on their final exam ?,point
5550,show me the student that did not do well on the final exam .,point
5551,who are the students that did not do as well on the final exam ?,point
5552,is there any evident clustering of the weight of students ?,bar
5553,do you observe significant clustering of the weight of students ?,bar
5554,is there any evidence suggesting a clustering of the weight of students ?,bar
5555,is there any evidence of clustering by the weight of the students ?,bar
5556,do the weights of students show signs of clustering ?,bar
5557,please show me if their is any evidence of the student being clustered by weight .,bar
5558,"considering the students ' weight , is there any apparent grouping ?",bar
5559,are there any clustering patterns of the student weights ?,bar
5560,can you tell me if clustering is present regarding the student 's weights ?,bar
5561,is there evidence that the students weights cluster ?,bar
5562,is there any obvious grouping of the weight of students ?,bar
5563,are the weights of students in an obvious cluster ?,bar
5564,is there any clustering of weights evident based off of this group of students ?,bar
5565,does the weight of students cluster ?,bar
5566,what is the evident clustering when it comes to the weight of students ?,bar
5567,is the clustering of students weight clear ?,bar
5568,what is the evident clustering of the weight of students ?,bar
5569,what are the weight clusters among the students ?,bar
5570,does a student 's grade have anything to do with the city he /she comes from ?,point
5571,is there any connection between the grade a student achieves and the city from which they come ?,point
5572,can a correlation be determined between students grades and where they come from ?,point
5573,is there a corellation between grades and the city of residence of the student 's ?,point
5574,is there a correlation between grades and the originating city for the students ?,point
5575,is there any correlation between the student 's grade and their hometown ?,point
5576,can you tell me if a student 's grade is at all related to the city in which he /she comes from ?,point
5577,does the city from which a student comes affect their grade ? ?,point
5578,does someone 's origin have anything to do with the grade they receive ?,point
5579,are student 's grade related to the cities that they originated from ?,point
5580,does a student 's city of origin seem to have any impact on their grade ?,point
5581,show me any correlations that may exist between a students grade and the city they are from .,point
5582,will the city that a student comes from affect their grade in any way ?,point
5583,is the city a student come from correlated with their grade at all ?,point
5584,is there a trend between a student 's grade and home city ?,point
5585,does the city a student comes from affect their grade in any way ?,point
5586,does the city a student is from affect the student 's grade ?,point
5587,retrieve the name of the neighborhood with 56 male births in 2017 .,bar
5588,what is the name of the neighborhood that had 56 baby boys born in 2017 ?,bar
5589,which neighborhood had 56 male children born in 2017 ?,bar
5590,what is the name of the neighborhood where 56 boys were born in 2017 ?,bar
5591,what neighborhood had 56 males born in 2017 ?,bar
5592,what is the name of the neighborhood which contains 56 male births in 2017 ?,bar
5593,which neighborhood saw the birth of 56 boys in 2017 ?,bar
5594,please list the names of all neighborhoods with exactly 56 male births in the year 2017 .,bar
5595,"in 2017 , in what neighborhood were 56 males born ?",bar
5596,look up the name of the neighborhodd with male births totaling 56 in 2017 .,bar
5597,what was the name of the neighborhood which saw 56 male births during 2017 ?,bar
5598,what neighborhood had 56 boys born in 2017 ?,bar
5599,which neighborhood had 56 male births in 2017 ?,bar
5600,tell me which neighbourhood had 56 boys born in 2017 ?,bar
5601,in which years did el raval have more than 200 births ?,line
5602,list the year which el raval had more than 200 births .,line
5603,identify the years where there were over 200 births in el raval .,line
5604,please show me all years in which were over 200 births in the location of el raval .,line
5605,list the years when more than 200 babies were born in el raval .,line
5606,when did the annual birth rate in el raval exceed 200 ?,line
5607,which were the years when there were more than 200 births in el raval ?,line
5608,what year were there more than 200 births in el raval ?,line
5609,what are the years that el raval have 200 or more births ?,line
5610,tell me which years el raval had more than 200 births .,line
5611,there were over 200 births in el raval in what years ?,line
5612,show the years el raval had more than 200 births .,line
5613,retrieve the neighborhood with more than 100 female births in ciutat vella in 2013 .,bar
5614,which neighborhood in ciutat vella had more than 100 female births in 2013 ?,bar
5615,which neighborhood in ciutat vella had over 100 female births in 2013 ?,bar
5616,what neighborhood had more than 100 female births in ciuatat vella in the year 2013 ?,bar
5617,which neighborhood in ciutat vella had more than 100 female births in the year 2013 ?,bar
5618,find the neighborhood in ciutat vella in 2013 that had more than 100 girls born .,bar
5619,find the neighborhood that has more than 100 female births in 2013 from the city of ciutat vella .,bar
5620,"in 2013 , what neighborhood had over 100 female born in ciutat vella ?",bar
5621,what was the neighborhood with more than 100 female births in ciutat vella during 2013 ?,bar
5622,"in ciutat vella , what neighborhood had more than 100 girls born in 2013 ?",bar
5623,what community in ciutat vella had 100 + female births in 2013 ?,bar
5624,"in 2013 , which neighbourhood of ciutat vella had more than 100 girls born ?",bar
5625,in which neighborhood were there more than 100 female births in ciutat vella in 2013 ?,bar
5626,which neighborhood in ciutat vella has more than 100 females born in the year 2013 ?,bar
5627,show me a neighborhood with at least 100 female births around ciutat vella in the year 2013 .,bar
5628,"in 2013 ciutat vella , which neighborhood produced more than 100 female births ?",bar
5629,what is the mean value of the number of births in el raval across the years ?,line
5630,tell me the mean value of the number of births in el raval across the years .,line
5631,"over the years , what is the average number for births in el raval ?",line
5632,the mean value of births in el raval over time had been how much ?,line
5633,"over all the years , what is the average value of births in el raval ?",line
5634,tell me the mean for number of births in el raval over the years .,line
5635,what is the average number of births in el raval across the years ?,line
5636,determine the mean number of births in the years provided for el raval .,line
5637,what is the average number of births per year in el raval ?,line
5638,show the average number of births in el raval in the past .,line
5639,what is the average number of births in el raval over time ?,line
5640,what is the average number of births in el raval ?,line
5641,what is the average number of births in el raval per year ?,line
5642,"across all the years in el raval , what is the average number of babies born ?",line
5643,what is the average number of babies born in el raval every year ?,line
